0	吃海鮮，天氣超好，人爆多，祝大家Happy monter's day
873	為了下午茶！勢必要去運動 one hour！太陽是那麼的烈...
874	今日老媽又笑又唱！居然還犮現老媽會看電視！
875	早上作心電圖，X光，抽血檢驗！下午茶嗑一堆！這?種折磨還是....？
876	肉質?又不油！很順囗
877	醫師量我血壓140/100太高啦！運動沒用？
878	下班從5:20到7:00走步及小跑！沖?涼今晚不用飧！囋！
879	烈陽天喝杯咖啡袪暑！
880	早上?家服侍了老媽起床，去了kea用早午餐！下午與姐弟妹聊天儿....
881	上課結業曰！雲端&數位時代趨勢！
882	上課第四天！數位典藏國家型計劃，進入網址去逛逛！你會發現到許多歷史的，人文的，自然科學的，等等知識
883	研習班第一天5:30起床坐交通車到台大圖資系！滿身大汗的走走走...報到繳費領講義，求學問學技能辛苦又帶樂趣！
884	娘親一早在床上就在笑！快樂型失智真好！
885	一早女兒陪著媽咪回娘家服侍外婆起床
886	簡禎說生老病死課題!
887	原來在平常曰子,就那么多的人在生死邊緣遊走...好好把握過好當下吧
888	用早午飧談天....happy!
889	與女兒用飧在青葉
890	假日清理打掃家裡，非常非常累！但是心情非常非常好
891	逛ikea人不多了！
892	今早零亂旳趕往媽家,弄她起床身上沒濕！想不到一塊乾凈的紙尿褲可以帶給我如此大的慰藉...原來我是那麼的深愛她
893	麗水街燈伴夜風...母女牽手同遊同食飲
894	今兒天冷!趕在9:30前到媽家,弄起床@@一整個完美任務圓滿達成
895	天泠!早些回家服侍娘親起床
896	用早飧送老公
897	全家辣在一塊兒了!
898	一家三囗大吃辣味牛肉麵真的非常好吃@@
899	通化街夜市人超多
900	從除夕到初三早上出門?晚歸，初四終於可以休息待在家了，真好
901	明天除夕?@@祝所有相識相知相惜的朋友們：蛇年行大運！
902	晚餐大同電鍋燉雞湯十話梅@@經典美味
903	老媽己進入嗜睡怎辦?進食也有困難！生命怎會如此堅硬?
904	一家人帶著memo,開車上路看101煙火!2013新年快樂哪?
905	天冷,雨天,煮上火鍋....一家人暖哄哄!天倫之樂
906	全家上南嵌
907	勝博殿豬排超好吃！
908	與朋友用晚飧@@買一本"別鬧了！費曼先生"
909	煙雨濛濛濕情話意
910	在老媽家等接咪的班機
911	與老公在小南門用中飧,再買紅豆湯回老媽家吃
912	與老公吃銅盤烤肉
913	欣賞歌唱表演
914	人在大里火車站頭下著雨
915	與老公用飧購物&聊天.....女兒當同學聚飧.....
916	與同學聊天渡週末
917	null
918	早上去做臉部美白打光,先用個早飧,下午修指甲
919	同學慶生在潮品集飲茶
920	中午回老媽家,哄老媽午睡,還真是母女倒過耒了哩!人的行為模式好似倒?式運?...
921	和大嫂在用自助飧聊家事
922	下班回家給老媽按摩,老媽非常開心?
923	台大真有這么多人停車!？
924	東雅上海館在中山醫院後面。囗味烹調不錯
925	看首映?黑影世界人超多
926	在文官中心上課瞌睡蟲一直出現
927	假曰一早開車回媽家弄媽起床
928	與淑李在腳底按摩
929	回家顧老媽,喉嚨痛去看醫生,氣候不好支氣管就不行
930	吃鐵板燒慶賀落榜的失誤
931	回家顧老媽晚上陪老公
932	在機場接老公明天陪我去政大口試
933	帶老公吃宵夜
934	與同學用早飧下午再去haya用下午茶
935	接到老公了連假帶他去玩去大吃去
936	怡客咖啡在台北會客滿才怪!板穚人到底怎回事?
937	下午逛累了在星巴克喝咖啡
938	與羅大嫂相約吃飯在南嵌
939	賞花燈吃小南門
940	看了7 hours書,和好友吃牛排十分美味...
941	和老公吃麻油腰花&豬肝進補一下
942	國泰民安過新年
943	剛才開在市民大道八段上一路直向永吉路酷
944	和朋友用晚鈑在元定食
945	就是這么多人～真奇怪喔一
946	和穎玨&his wife濱海去桃源谷
947	吃韓國烤肉美味Y
948	欣賞歌會
949	老媽家大姐乾兒子一家又來吃喝了真討人厭
950	民生社區喝咖啡
951	跟二姐聚會
952	在三峽蔚藍食府用晚鈑
953	吃越南菜
954	在老媽家滷牛煡子
955	全是人媽的
956	在老媽家炒毛豆+酸菜
957	小胖生曰
958	null
959	null
960	null
961	null
962	null
963	null
964	這是由玻璃拍向外面
965	啟程
966	即將展開8日吃喝玩樂之旅，一起PNC好開心
967	連假的鹿港果然人好多
968	null
969	兒時的好滋味～
970	null
971	Bye~
972	有人帶兩位不吃生魚的人來，點完店店家都傻了～哈
973	小莉生日快樂
?───Ｏ（≧?≦）Ｏ────?
974	null
975	null
976	兩個都是我的愛～
977	謝謝婁婁～真的好厲害ㄚ
978	Saturday night fireworks 人好多阿~
979	明天一早要上班現在還在這兒瘋，誰叫我們是姊妹～
980	我們要趕緊睡覺了只剩下四個小時，不可以再玩耍了～
981	悠閒的一天
982	快回來房間一起吃～
983	也太早了吧～
984	我是阿呆！記錯時間這麼早來要幹麻ㄚ
985	7月7日星期7～布魯日一日遊
986	出發囉～
987	超好吃的鐵板燒
988	早安～
989	null
990	null
991	吃了三餐，終於放我搭飛機了～
992	小熊貓沒有妳在的仙佛好無聊ㄚ-_-#
993	冷颼颼來吃暖呼呼的火鍋
994	某人把我的洗髮餅當泡泡浴給分屍了-_-# Keisha C
Handy Chen
995	null
996	null
997	好飽ㄚ
998	其他狼勒～
999	悠哉的一天～
1000	回家了
1001	Shopping!!
1002	null
1003	null
1004	一波三折~ 315delay趕不上原定的飛機，之後班班客滿上不去，最後終於抵達Sydney,但我的行李.......要晚兩班到。原本只要一個多小時的flight我卻花了十小時，今天是怎麼了-_-#
1005	姊姊聚會
1006	null
1007	德國慕尼黑啤酒節真的好有趣ㄛ~
1008	null
1009	ㄧ直在昏睡的兩個人
1010	null
1011	兩個善變的女人，今天的目的一直改變
1012	null
1013	俐君
1014	null
1015	BKKing 剛到飯店，飛了兩個禮拜的短班，好不容易熬到飛VIE，滿心期待克羅埃西亞之旅，但每一段全滿又大熬夜真的好累ㄚ~（只能說我變了，已經無法熬大夜）
1016	熊麻吉
1017	一出捷運站就快融化了~ 熱！
1018	我們瘋狂葡式蛋塔之旅接近尾聲ㄌㄚ~
1019	越來越接近，里斯本我們要來了~
1020	null
1021	null
1022	again~
1023	瑪殺雞中~
1024	吃飽飽來去上班！
1025	null
1026	看腳傷啦~
1027	吃飯嚕~
1028	來看桃姊囉~
1029	null
1030	超大的souffle
1031	null
1032	null
1033	超大的螢幕~~~ 我頭又要暈了！
1034	null
1035	null
1036	null
1037	null
1038	null
1039	大口吃肉~~~~
1040	吃吃喝喝去~
1041	放假來台南玩~
1042	null
1043	外帶中
1044	null
1045	終於回到什麼都有的飯店~ 感動中！
1046	null
1047	null
1048	null
1049	null
1050	享用美味的早餐中
1051	null
1052	趕在休息前來吃
1053	削去一堆煩惱絲，清爽!
1054	味道還不賴!
1055	畢業後好多好多年的高中同學會哩!
1056	土地公伯伯生日，祝壽也祈求土地公伯伯的保佑，全家身體健康，發大財!
1057	null
1058	削去三千煩惱絲丫!!清爽許多!
1059	就讓我們熱血一下吧!!五百青年!
1060	吃甜點
1061	天氣好，所以就......
1062	真的是寸步難行，只能說大甲媽的魅力之大丫!
1063	天氣好到不行!
1064	太陽出來了!
1065	祈求今年一平安健康順順順，發大財!
1066	過年必到!感謝土地公伯伯一年來的保佑，也祈求今年能更加順順利利，平安，賺大錢!
1067	人山人海哩!
1068	天冷，全家繼續吃下去!
1069	緣份就是如此，來MSI尾牙也遇到合作?商。
1070	今天要抱什麼大獎回家呢?!
1071	好運到!
1072	好天氣，送小五哥去作SPA.
1073	十二夜太沈重，今天觀看的時候，心中除了對生命的尊重以外，同時在想這對小朋友來說會不會太過了點哩?!
1074	耶誕快樂!
1075	你療癒了嗎?!
1076	好飽!
1077	看見！
1078	找點靈感！
1079	首航！哈！
1080	真的只有美食才能讓煩忙的身心獲得稍稍的休息,謝謝啦！(運氣太好，原來打算要去的店居然休息，還好轉戰的酒窩也不賴)
1081	老同事的聚會，很讚！
1082	讓我們烤肉去！哈哈！
1083	山中放空後，回來第一件事就是削去三千煩惱絲，再繼續衝！
1084	本日你(Glendy)妳最美，一定要幸福唷！
1085	恭喜！！漂亮的新娘！
1086	讓我們一起回家去！
1087	到著！
1088	真的太巧了，居然在這遇到一群從不同國家出差來的同事！
1089	到著！
1090	真的上天的安排好丫！
1091	雪大到走不出飯店！
1092	沒看到雲海，直接看到雪哩！！直接從賞楓團加碼變賞雪團！哈哈！
1093	沒看到雲海卻看到近似下雪的情境！
1094	殘念==
1095	猴嗨唷！
1096	到著！
1097	人爆多，終於坐下了！預備備！Go!
1098	終於有時間來了！！(怕忘了，記在牆壁先，果酸鳳梨三之一。)
1099	演唱會開始！
1100	換場，好熱，還是水好玩哩！
1101	早！好早！
1102	終於！
1103	回鄉
1104	下課囉！肥家去！
1105	久違了！
1106	久違了，帶爸媽來吃一下！
1107	原來有這麼多！
1108	null
1109	沒事不要來＠＠
1110	看了這麼久的棒球，好像是第一次到現場看明星賽，也第一次來這球場！
1111	丫雜快滾，奇異果還是鳳梨?？
1112	來上課，早到了，睏＠＠
1113	Time to go home.
1114	要回家天氣才變好＠＠
1115	跟人家不一樣,黃昏才來,吃一個太飽！ — 在 築地魚市場 - Tsukiji Fish Market 。
1116	避雨順便吃"中到"
1117	新景點,一定要來朝一來下！
1118	Ready Go!
1119	東京知名度第一，口味比較重，台灣本月也要開！
1120	偶又來報到了！不過這次不是出差,哈！
1121	巧遇Nunu
1122	小舅舅的聚餐
1123	休息一下再上!
1124	人山人海!
1125	餓昏了@@
1126	Today is my turn!
1127	I'm back TW!
1128	Waiting to go home!
1129	歐耶!準備回家!GO!
1130	是的!我剛吃了第一個king of fruit in Bangkok
1131	住在機場附近的好處是到機場很近，但附近也太荒涼了點吧?!
1132	真奇怪iPad上的了網，但NB卻不行是要我不要看Mail了嗎?!
1133	果然工廠周遭就是不一樣啊@@~~~~
1134	Just arrive!!
1135	冏，坐著就想睡了@@(只睡二小時真的會沒電@@）
1136	全家一起晚餐，三碗豬腳!
1137	古老的街道，滿滿的人潮哩!
1138	午後走走!
1139	剪去三千煩惱絲，一整個清爽，夏天偶來啦!
1140	峰迴路轉，省下一個衝入可能性疫區的biz trip!!
1141	這歡送陣容會不會太多人了丫!
1142	鳥瞰頭社盆地!
1143	早安!
1144	依舊是很飽，飽到無法有下一攤，據說價值最高的是中間一區新鮮有機菜!
1145	員工旅遊!讚啦!
1146	超健康有機餐!很澎湃丫!
1147	老前輩的智慧!
1148	null
1149	出發!
1150	請假來辦自然人憑證以便後續報稅用，還好人沒很多!
1151	日行一善幫老同事搬家後的美味大餐!
1152	好久不見!氣色都不錯耶!
1153	削去三千煩惱?梨絲!（這樣體檢會輕一點XD)
1154	上班!怎麼可能!哈!回來準備交棒，少爺路幫你鋪好啦!GO!
1155	機場巧遇連勝文!
1156	今天的飛機會不會抖太大了點丫@@
1157	I'm back Taiwan!!
1158	香港機場待機中~~~(iPhone居然Wifi掛了...冏@@)
1159	身旁的那對夫妻，先是拿出厚厚的一疊千元大鈔又拿另一疊人民幣出來數，是有這麼好野?!
1160	人好多丫!
1161	出發!
1162	放鬆一下
1163	出太陽囉!
1164	從汐止到淡水花不到一小時，是我開太快，還是真的不遠?
1165	不買不行!
1166	呷暗等!
1167	吃再飽還是要吃!(剛好過年有開哩!）
1168	年終小聚，來年一起發發發!
1169	冏，這時候離開公司還塞在停車場@@
1170	吃
1171	買晚餐!
1172	尾牙開始!今晚中什麼哩?!讓我們看下去!
1173	Wow
1174	玉米控!
1175	吃吃吃!
1176	超美味之夢幻?燒烤玉米!（玉米控又來到，真的是行家美味!!）
1177	參加叮咚學長婚禮!恭喜丫!
1178	來接小五哥回家囉!
1179	下午茶時間!
1180	試一下跟台中本店有啥不同先!
1181	一年之計在於吃!哈!
1182	2012家庭聚餐，補補補!
1183	跟平常很不一樣的強叔!新婚愉快!
1184	運動後，帶爸媽吃晚餐，哈!
1185	冬天夜晚來臨的特別早!!
1186	硬是要來動一下!
1187	氣色很好哩的新手媽媽!
1188	門面整修!丫雜快滾!
1189	恭喜小王Echo,一定要幸福唷!
1190	好好味!
1191	老同學聚餐!（點很多，但我好想睡丫）
1192	吃"午餐”（伴隨著concall@@)
1193	帶老爸老媽出來走走，同時祈求近來的不順都能化解，趕快順順順丫!
1194	清燉羊肉鍋吃到飽!
1195	新開幕，免費升級卷和集點卡。
1196	比較一下在澳洲喝的差別!
1197	null
1198	null
1199	小五哥回廠健檢!
1200	臨時出任務，也來祈求萬事順利啦!
1201	null
1202	再吃!
1203	吃!
1204	打卡換啤酒!
1205	雨中即景
1206	回到童年!
1207	null
1208	就讓我們繼續烤下去!
1209	開烤!
1210	請假休息調時差，剛好也是老爸生日，來補一下!
1211	人多到滿出來@@
1212	歐耶!台灣!
1213	終於到了，晃神中，讓我們繼續?下去!
1214	收工!準備往機場去等半夜飛機囉!歐耶!回家囉!
1215	每天中午最難的就是杜拜同事拿事拿一大疊外送menu要你選午餐@@
1216	奇!在家樂福裡的啤酒沒酒精@@
1217	Friday night! Eat Friday!!
1218	今日午餐，很特別的PizzaHot!
1219	這下爆肝爆很大!
1220	準備再飛八小時，登機準備中
1221	排隊等待轉機中
1222	準備起飛（希望旁邊沒人坐，哈!）
1223	My today's long fly will start from here and now!
1224	Kitty版世界時間
1225	null
1226	野餐趴
1227	丫雜!削去爆衝的?梨!舒服!!
1228	最後硬是要買甜點回家吃!雖然已經滿到喉嚨了!
1229	肚子滿，但手停不下來，買!
1230	廟口肉圓!讓我們繼續吃下去!
1231	null
1232	有人帶團來打坐，吸收日月精華!
1233	Wow
1234	呷中到!
1235	香菇拉拉
1236	在山上，寧靜的夜晚，滿天的繁星，新鮮的空氣，讓疲憊的身心獲得一點點的喘息。
1237	一品花雕雞
1238	下午茶時間!
1239	來放鬆一下
1240	到此一遊!
1241	開吃!
1242	出外走走!
1243	家族聚會後，來跟土地公伯伯聊聊天，感謝平日保佑並祈求來日平安健康順利
1244	人會不會太多了點
1245	回家去!總結今天算小pass，keep going
1246	來作工
1247	呷中到!
1248	Birthday Party
1249	Finally, I'm back TW
1250	Prepare to back my sweet home TW
1251	null
1252	Keep working
1253	早安!Today is sunny day!
1254	早安!
1255	Finally, I arrive the hotel, it's a long long fly and drive.
1256	漫長的飛行即將啟程（人好多丫@@）
1257	自助報到中
1258	準備出發!go!
1259	吃晚餐!
1260	全家來吃晚餐
1261	中元普渡!有拜有保佑!一切順順順!
1262	上課中
1263	殺爆衝的?梨，剪去三千煩惱絲啊!
1264	家庭聚餐
1265	透早上課中
1266	Work!
1267	小型同學會!!
1268	很煩躁又加了一整晚班後，硬是要來吃一下美食，舒舒壓!順帶帶了一包燒烤肥家繼續!哈哈!
1269	許久未來
1270	按摩後吃晚餐
1271	Just arrived
1272	null
1273	網站照片還是有一段差距的@@
1274	又多了一家航空公司
1275	先來過癮一下
1276	終於到啦
1277	null
1278	Back to TW now
1279	登機了!
1280	冏!變早鳥@@
1281	吃!
1282	載老爸來聚餐
1283	辦約定?帳
1284	友人友人聚
1285	null
1286	台北台北我的家
1287	登機!準備回家去!
1288	null
1289	null
1290	乘風破浪到了七美
1291	等船出海~員工旅遊中
1292	超刺激年輕十歲了
1293	陽光，沙灘，比~
1294	飽
1295	null
1296	Check in
1297	我是早鳥@@
1298	null
1299	與老同事生日聚餐
1300	準備削去走針的?梨
1301	雖然是一班車到，還是要坐好久丫@@
1302	Computex作工之中場休息（剛打錯卡，哈!）
1303	世界最大
1304	出任務，載爸媽來拜拜，也祈求平安順心
1305	買買買
1306	散步中，從南京新生走到復興
1307	null
1308	null
1309	Finally, 回到家了!!
1310	喝喜酒，Rita恭喜啦!
1311	I'm back!
1312	壓力，疲累，真的很容易讓人失控丫，不小心又手滑了@@
1313	好趕
1314	Back home, dear TW.轉轉轉第一站!Go!
1315	冏，連續每天睡一下醒來後，居然NB連續2天出現blue screen@@
1316	Finally, Just arrive Budapest.
1317	歷經起飛前一刻飛機跳電和坐在擁擠的經濟艙（旁邊還坐滿二人，只出去上一次廁所），飛了近12小時後到了第二個轉機點（機場免費網路僅30分鐘）
1318	到了!香港等?機而已@@在飛機上才想到我怎麼沒把港幣帶身上，冏
1319	果然還是在自己家上廁所，洗澡舒服丫
1320	台灣，我”又”回來啦!!雖然又是一路遇到不少亂流@@
1321	待機and進食中
1322	出發，往回家路上
1323	null
1324	Flight delay and driving, finally arrived the hotel now
1325	很好，現在有點睡意了，希望等會旁邊沒人，不然就來個正妹吧!哈哈!
1326	覺得澳洲Yes Optus的每日2aud方案對於短暫停留的旅客來說挺方便的，手機上網吃到飽但不能開熱點，當地接打不用錢，不能打國際，但也很足夠丫，給有需要的人參考^^
1327	null
1328	null
1329	null
1330	null
1331	null
1332	null
1333	買
1334	清爽，感謝生病的設計師小魚
1335	我回來了，台灣!
1336	等等等
1337	Want to go home, but晚上飛機and櫃台沒開@@
1338	剛剛的班機空調很差，熱到我了@@
1339	null
1340	跨越35歲的生日這天...有麻吉的朋友一同陪伴...下午也在家裡運動運動活動筋骨...晚上再到從小吃到大的景美夜市巡禮...吃吃吃...還有許多朋友的祝福....我...都收到了(光回訊息就回到手軟了)...謝謝大家...讓我們一起開心快樂健康過生活吧^^
1341	出發前備料
1342	大反差!!
1343	wow!第一次聽吉他演奏會，很讚!坐在”搖滾區”
1344	null
1345	按了再吃
1346	幾百年沒吃過的
1347	null
1348	null
1349	吃吃吃
1350	null
1351	轉戰
1352	null
1353	null
1354	null
1355	到了
1356	買
1357	買買買
1358	null
1359	null
1360	等待剪去三千煩惱絲丫
1361	hellow taiwan
1362	Oh！YA～等飛機肥家︿︿
1363	等check in
1364	null
1365	null
1366	null
1367	null
1368	null
1369	出去一定要有美食的~~二話不說再返北的方向...之接殺去...阿枝~~~
1370	說真的溪湖來了三次...第一次吃阿枝...第二次換家嘗試吃阿明...這次又換回阿枝~~
1371	一定要先來分麵線囉...不過這是兩分...
1372	點了藥燉的...天冷剛好補一下...
1373	裡面的羊肉真的是不少...
1374	一坐下來...店員就會先拿來的青菜...看每個人的需要...另外計費...
1375	嘴饞...加點了一份炒羊肉跟羊肚...口感跟味道都還不錯~~飽餐一頓才甘心往北返...結束今天的中部心靈美食之行囉^^
1376	寒流來襲...天氣看起來陰陰霧霧...不過不減舒服的景色...
1377	null
1378	null
1379	重新整修過的
1380	null
1381	兩倍大的茶葉鵝蛋~~
1382	到底有多大?請馬豆拿一下...
1383	吃到忘我了~~
1384	大小比一比~~~
1385	超幸運...上車後要離開時才下起一陣雨...
1386	有了變化~~
1387	有個High咖發作了...
1388	有沒有這麼High阿~~~
1389	非常亢奮的妹妹~~
1390	我的"小龍"亮相了...明明給了很大一塊作畫區...卻出來這頭小龍@@
1391	晚上的重頭戲~~今晚演唱會的主持人是從從跟威寶妹鍾欣怡...
1392	歌手卡司呢...除了卓文萱以外就是鐵肺雙人組....戴愛玲跟楊培安...首首高亢阿...尤其是楊培安的歌曲...連我們家小朋友都會唱....(哈...新兵日記看多了:p)...最後當然還是以美美的演火作為結尾...讚~~
1393	null
1394	有沒有這麼燦爛阿~~
1395	null
1396	誰比我可愛?!
1397	很愛演的兩兄妹~~
1398	這是演哪一齣?!
1399	出招吧!!
1400	拍照不忘....吃~~~
1401	繼續~~~吃~~~
1402	作完火山歷險後...玩興全開的兩個小朋友...吵著要繼續玩~~
1403	上船囉~~
1404	依舊難掩緊張神情~~
1405	有沒有這麼緊張阿~~
1406	剛開始...都是緊張的fu...
1407	很水的蝴蝶~~
1408	沉醉在蠍子上身的弟弟~~
1409	來來來...正經的拍一張吧...
1410	有霸氣的蠍子...
1411	來六福村怎能不做大怒神~~
1412	這時心裡還在想我要好好Hold相機...來個全記錄...
1413	當機器緩緩上升時...心中閃過....我哩...忘了把鞋留在下面了@@
1414	Oh Ya....我Hold住了...不僅僅是相機...連鞋子都Hold住了...(你看我的腳丫子夾的多緊阿:p)
1415	哈...心中大石放下...
1416	妹妹剪影~~
1417	弟弟剪影~~
1418	籠中鳥~~
1419	真實版的大嘴鳥~~
1420	今年FamilyDay的地點是六福村...真的湧進了滿滿的人潮阿~~
1421	我們家照相總是愛作表情的弟弟(我姪子...哈...被問很多次...這次先註明:p)
1422	我們家可愛的妹妹(我姪女...一樣先註明:p)...一入園看到海綿寶寶就失控的妮妮...
1423	比比看...看誰比較無奈~~
1424	哈...像不像躺在海綿寶寶身上~~
1425	我...沒有偷搥他肚子唷...
1426	熱情的辣妹~~我們家妮妮就是不捧場...
1427	人家害羞麻~~
1428	哈...終於笑了~~
1429	還是不看鏡頭@@
1430	硬是要跟這片馬雅牆合照...
1431	很快就排到的魔毯...很明顯...還要訓練....(叔叔是有練過的...)
1432	作完魔毯後...看到還在樓下排"天馬行空"的哥哥嫂嫂...(這真的排很久...還差點耽誤到排很久的人體彩繪)
1433	終於趕上了...妹妹馬上上場....
1434	專注的妹妹~~
1435	美麗蝴蝶上身...(是誰比較美啦~~)
1436	null
1437	都市上班族的午餐車；其實還長很多，無法全照不進來。比起來臺北實在太方便了，到處都是店，餐車沒啥發揮餘地。
1438	登上Hamilton 的 escarpment；他可是一直連到Niagara Fall 喔！
1439	特區II: ‘它“其實很溫柔。
1440	多倫多的“唐人街”
1441	AGO 的原木裝潢，有船的味道。

There is a special exhibition of Francis Bacon and Henry Moore --- Terror and Beauty;  their works are very strange -- trauma, deform of human body, etc. 
1442	Art Gallery of Ontario (AGO) 的週邊
1443	這是old town酒廠特區巧克力工廠，我們喝的是特濃巧克力(classic dark)，讓詠沂回味無窮，沿路講到家。
1444	Toronto old town -- 一個很像我們華山藝文特區的地方，他是Victoria 時代的酒廠，現在變成一個很有特色的商業區，街名都沿用以往酒廠的功能而命名(如cork st., distilled st.)；有各種designer的店從衣服到鞋子都有。餐廳也很有特色。我們吃了“Brick Club”(雞肉) 和 pulled pork 三明治，份量超大。
1445	St. Lawrence Market, Toronto
1446	Spagetti Squash: 我一直想試的菜。
1447	null
1448	晚餐在Dundas上三草亭吃日本拉麵。這位年輕的老闆娘積極的帶領新人。員工是乎都是新移民(日文都很“標準”英文口音也很日本)   --- 偷照很漂亮的老闆娘
1449	null
1450	null
1451	甘地像及烏克蘭移民一百年紀念。city center
1452	在這兒真的可以“看到春天的腳步”。
1453	null
1454	I will learn how to say "No" in 2014.  It is too busy this year.  Ongoing projects seem ongoing forever.
1455	null
1456	我窗外的老友們；只要天氣好，到辦公室夠早就看得到他們。
我還在窗外看過台灣藍雀!?
1457	每年都來東華，卻沒住過校外的民宿;此次是“春上春宿”; 
照片中的小狗是旅館的小狗，我揮揮手他就自己過來和我玩耍。
東華運動場司令台是攀岩場。
1458	null
1459	Sile -- 黑海邊的小漁村
1460	用土耳其書法畫出的Sema Dance
1461	P1030798
1462	P1030808
1463	null
1464	null
1465	null
1466	null
1467	null
1468	null
1469	null
1470	null
1471	null
1472	null
1473	null
1474	null
1475	null
1476	null
1477	null
1478	null
1479	null
1480	null
1481	null
1482	null
1483	null
1484	null
1485	謝謝My+DNA的贈票，讓雙寶有機會體驗精緻又溫馨的親子館！空間寬敞明亮，遊戲區又依照年齡及肢體活動的不同讓孩子分樓層玩耍，不想爬樓梯（指我）還可以搭電梯帶小孩上上下下的玩，重點每層樓都貼心設有洗手間，帶小孩來玩真是讓爸媽太輕鬆了～
1486	超精彩的研習！很棒的電台，無私的分享資源提供大家學習！
1487	等了一小時，終於...
1488	候補中...
1489	破病媽媽蹓小孩！我要看醫生啦～
1490	好好玩～^_^
1491	沒有拍到妹妹耶@@
1492	好食&好飽！
1493	Good place for kids!
1494	運動一下
1495	到了走馬瀨，第一件事就是泡茶，接著看一個升不了空的熱汽球，最後帶雙寶去親子廣場放電，裡面的休閒活動我都還來不及看一眼就天黑！這裡時間過好快喔～～
1496	變天了～=_=
1497	真的不好找～辜狗定位錯誤！
1498	宵夜～完食！
1499	吃的好撐喔！打包帶走～
1500	null
1501	好多人～塞爆嚕！趕緊撤～
1502	收錄到口袋名單！
1503	非假日，人確爆多=_=
1504	消磨小孩精力的好地方！重點是新開的喔～^_^
1505	不錯吃～適合姐妹聚會！哈哈～
1506	終於可以進去玩了..身高剛剛好”95cm”,努力吃飯是有代價的！
1507	接老爺下班！一上車立刻睡死～
1508	原來，爆米花可以搞定小孩的一餐，真是太容易了！
1509	null
1510	冷颼颼～
1511	超適合小孩的地方喔！免費又好玩～
1512	null
1513	拍不完的泰迪熊～
1514	人好多！拍照像在打仗～
1515	null
1516	休息一下，準備考試！
1517	null
1518	null
1519	又一個可以免費蹓小孩的地方！
1520	null
1521	空中花園被包下了！
1522	半天就玩完了！好在是跟學校買票一起去～
1523	null
1524	好難找的店，無知的在門口打電話問人家店在哪～丟臉事績再添一筆！
1525	沒什麼人，來餵蚊子，雙腳被叮的都是包！但卻又不錯玩耶～
1526	很棒的民宿！剛好適合小孩的泳池
1527	海鮮披薩+義大利麵！
1528	我果然是雨神！
1529	基本救命術研習
1530	null
1531	包場耶！！
1532	null
1533	Happy Valentine's Day to all of my friends!^_^
1534	不一樣的米拉！
1535	新北市夏日藝術節
1536	手印畫動物園繪本，完成！YA!!!
1537	溜小孩
1538	null
1539	null
1540	人好多，拉拉熊小車今天賣完！
1541	null
1542	好好吃！
1543	很美的大學
1544	陽光耀眼
1545	排隊等熱氣球，排到腳快斷～
1546	出發嚕！要各自前往不同的地方渡假啦！五天後見！
